ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ไม่บาดเจ็บ,8,2,1,3,2,4,1,2,6,0,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ปล้นทรัพย์,6,3,2,3,0,1,2,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,รับของโจร,4,2,0,3,1,0,1,2,0,12,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ทำให้เสียทรัพย์,43,28,31,33,15,21,17,19,34,29,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,รวม,265,279,250,272,259,194,175,146,190,207,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ลักทรัพย์,203,231,213,221,226,161,157,128,151,152,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,วิ่งราวทรัพย์,9,12,1,10,20,12,3,2,10,15,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,กรรโชกทรัพย์,0,1,1,0,1,0,0,1,4,2,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ชิงทรัพย์ (รวม),6,4,2,7,2,4,1,2,7,2,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,บาดเจ็บ,0,2,1,4,1,0,0,1,2,2,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ไม่บาดเจ็บ,6,2,1,3,1,4,1,1,5,0,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ปล้นทรัพย์,6,3,2,2,0,1,2,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,รับของโจร,4,2,0,3,1,0,1,2,0,11,,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ทำให้เสียทรัพย์,37,26,31,29,9,16,11,11,16,25,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,รวม,510,415,304,275,390,339,348,378,465,359,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ลักทรัพย์,401,341,227,210,309,269,295,342,392,301,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,วิ่งราวทรัพย์,14,13,14,10,23,8,13,6,18,9,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,รีดเอาทรัพย์,0,1,0,0,0,0,2,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,กรรโชกทรัพย์,1,3,3,3,0,1,1,2,1,2,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ชิงทรัพย์ (รวม),11,7,4,4,3,16,10,3,7,6,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,บาดเจ็บ,1,3,2,3,0,7,3,0,1,3,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ไม่บาดเจ็บ,10,4,2,1,3,9,7,3,6,3,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ปล้นทรัพย์,5,2,3,0,1,1,1,0,2,0,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,รับของโจร,3,2,1,1,1,1,0,0,4,11,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ทำให้เสียทรัพย์,75,46,52,47,53,43,26,25,41,30,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,รวม,356,295,234,202,235,210,210,175,238,220,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ลักทรัพย์,277,242,176,151,179,157,169,156,184,175,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,วิ่งราวทรัพย์,14,10,12,6,20,6,10,5,16,5,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,2,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,กรรโชกทรัพย์,1,3,3,3,0,1,1,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ชิงทรัพย์ (รวม),10,6,4,4,3,14,10,2,5,6,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,บาดเจ็บ,0,2,2,3,0,6,3,0,1,3,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ไม่บาดเจ็บ,10,4,2,1,3,8,7,2,4,3,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ปล้นทรัพย์,5,1,1,0,1,1,0,0,2,0,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,รับของโจร,3,2,1,1,0,1,0,0,4,11,,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ทำให้เสียทรัพย์,46,31,37,37,32,30,18,12,26,23,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,รวม,334,302,249,275,353,369,407,432,385,411,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ลักทรัพย์,256,236,187,223,310,310,354,363,325,361,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,วิ่งราวทรัพย์,8,11,12,10,6,14,11,31,9,15,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,กรรโชกทรัพย์,1,2,2,5,5,1,2,3,2,0,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ชิงทรัพย์ (รวม),10,4,3,3,4,13,11,12,4,3,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,บาดเจ็บ,5,2,0,1,1,9,1,4,0,1,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ไม่บาดเจ็บ,5,2,3,2,3,4,10,8,4,2,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ปล้นทรัพย์,3,2,2,2,3,3,2,0,2,1,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,รับของโจร,0,0,3,1,1,3,2,3,2,1,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ทำให้เสียทรัพย์,56,47,40,31,24,25,25,20,41,30,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,รวม,228,228,188,175,195,186,223,205,231,292,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ลักทรัพย์,172,175,138,138,167,145,189,161,187,251,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,วิ่งราวทรัพย์,4,10,9,9,3,8,7,24,6,14,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,กรรโชกทรัพย์,1,2,2,2,4,0,2,2,2,0,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ชิงทรัพย์ (รวม),6,3,3,3,4,12,10,8,2,3,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,บาดเจ็บ,3,1,0,1,1,8,1,4,0,1,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ไม่บาดเจ็บ,3,2,3,2,3,4,9,4,2,2,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ปล้นทรัพย์,3,2,1,2,2,3,1,0,1,1,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,รับของโจร,0,0,3,1,1,2,1,2,2,0,,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ทำให้เสียทรัพย์,42,36,32,20,14,16,13,8,31,23,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,รวม,398,295,260,289,322,271,265,261,289,196,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ลักทรัพย์,306,246,202,238,266,237,217,230,254,173,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,วิ่งราวทรัพย์,7,5,14,12,13,8,15,5,6,5,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,กรรโชกทรัพย์,1,1,2,1,7,0,1,1,0,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ชิงทรัพย์ (รวม),13,9,3,8,6,2,5,2,4,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,บาดเจ็บ,2,1,0,3,1,0,2,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ไม่บาดเจ็บ,11,8,3,5,5,2,3,2,3,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ปล้นทรัพย์,12,0,3,1,0,0,0,0,2,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,รับของโจร,1,3,0,1,0,4,2,0,1,1,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ทำให้เสียทรัพย์,58,31,36,28,30,20,25,23,22,17,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,รวม,271,216,198,213,203,141,132,142,161,157,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ลักทรัพย์,201,179,153,175,172,119,100,123,135,134,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,วิ่งราวทรัพย์,3,3,11,11,10,6,14,4,6,5,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,กรรโชกทรัพย์,1,1,2,0,0,0,0,1,0,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ชิงทรัพย์ (รวม),9,7,2,8,6,0,3,2,4,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,บาดเจ็บ,1,1,0,3,1,0,2,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ไม่บาดเจ็บ,8,6,2,5,5,0,1,2,3,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ปล้นทรัพย์,11,0,2,1,0,0,0,0,1,0,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,รับของโจร,1,3,0,1,0,4,2,0,1,1,,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ทำให้เสียทรัพย์,45,23,28,17,15,12,13,12,14,17,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,รวม,249,201,167,141,127,151,183,197,239,183,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ลักทรัพย์,200,157,137,116,96,127,161,174,220,162,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,วิ่งราวทรัพย์,9,12,5,6,3,1,4,5,8,2,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,1,0,0,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,กรรโชกทรัพย์,0,0,0,0,2,1,0,2,1,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ชิงทรัพย์ (รวม),3,4,2,1,4,3,4,0,0,3,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,บาดเจ็บ,2,4,2,1,0,2,2,0,0,2,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ไม่บาดเจ็บ,1,0,0,0,4,1,2,0,0,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ปล้นทรัพย์,1,1,1,0,1,1,1,1,0,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,รับของโจร,0,0,2,0,1,0,0,0,1,3,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ทำให้เสียทรัพย์,36,27,20,18,20,18,13,14,9,11,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,รวม,155,175,143,119,97,107,104,103,143,134,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ลักทรัพย์,122,138,121,96,77,89,88,88,128,115,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,วิ่งราวทรัพย์,5,10,3,6,3,0,4,5,8,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,1,0,0,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,กรรโชกทรัพย์,0,0,0,0,1,1,0,1,0,0,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ชิงทรัพย์ (รวม),2,3,1,1,2,3,2,0,0,3,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,บาดเจ็บ,1,3,1,1,0,2,2,0,0,2,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ไม่บาดเจ็บ,1,0,0,0,2,1,0,0,0,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ปล้นทรัพย์,1,1,0,0,1,1,1,1,0,1,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,รับของโจร,0,0,2,0,1,0,0,0,1,3,,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ทำให้เสียทรัพย์,25,23,16,16,12,13,9,7,6,11,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,รวม,169,162,142,158,114,102,128,106,148,127,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ลักทรัพย์,138,127,121,140,91,85,103,90,127,113,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,วิ่งราวทรัพย์,5,2,5,1,2,1,7,5,3,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,กรรโชกทรัพย์,0,0,3,0,1,1,0,0,1,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ชิงทรัพย์ (รวม),0,10,2,2,1,1,1,0,3,3,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,บาดเจ็บ,0,9,2,1,0,0,0,0,0,2,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ไม่บาดเจ็บ,0,1,0,1,1,1,1,0,3,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ปล้นทรัพย์,1,1,1,0,0,0,1,2,1,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,รับของโจร,1,0,0,0,1,0,0,2,2,3,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ทำให้เสียทรัพย์,24,22,10,15,18,14,16,7,11,5,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,รวม,96,85,66,100,71,57,76,58,96,88,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ลักทรัพย์,75,66,55,93,55,45,63,47,79,76,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,วิ่งราวทรัพย์,2,1,3,1,1,1,5,5,3,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,กรรโชกทรัพย์,0,0,2,0,1,1,0,0,1,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ชิงทรัพย์ (รวม),0,2,1,1,1,1,1,0,3,3,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,บาดเจ็บ,0,1,1,1,0,0,0,0,0,2,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ไม่บาดเจ็บ,0,1,0,0,1,1,1,0,3,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ปล้นทรัพย์,1,0,1,0,0,0,1,2,1,1,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,รับของโจร,0,0,0,0,1,0,0,1,2,2,,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ทำให้เสียทรัพย์,18,16,4,5,12,9,6,3,7,4,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,รวม,"1,233","1,391","1,225","1,177","1,110",965,989,831,891,642,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ลักทรัพย์,963,"1,090",964,962,931,799,825,657,740,505,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,วิ่งราวทรัพย์,72,93,96,68,43,53,68,91,36,49,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,รีดเอาทรัพย์,0,0,0,1,0,0,0,0,0,1,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,กรรโชกทรัพย์,3,2,4,1,5,3,3,0,5,3,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ชิงทรัพย์ (รวม),39,31,27,16,17,18,16,14,29,21,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,บาดเจ็บ,3,7,5,4,3,3,1,3,4,5,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ไม่บาดเจ็บ,36,24,22,12,14,15,15,11,25,16,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ปล้นทรัพย์,27,35,21,10,7,2,9,8,17,3,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,รับของโจร,5,3,1,4,1,3,0,4,1,2,,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ทำให้เสียทรัพย์,124,137,112,115,106,87,68,57,63,58,,
ภาคใต้,นครศรีธรรมราช,จับกุม,รวม,455,458,451,456,521,514,583,544,573,493,,
ภาคใต้,นครศรีธรรมราช,จับกุม,ลักทรัพย์,309,321,302,347,396,391,446,395,461,372,,
ภาคใต้,นครศรีธรรมราช,จับกุม,วิ่งราวทรัพย์,38,41,57,41,27,39,54,73,23,41,,
ภาคใต้,นครศรีธรรมราช,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคใต้,นครศรีธรรมราช,จับกุม,กรรโชกทรัพย์,2,2,4,1,5,2,2,0,4,2,,
ภาคใต้,นครศรีธรรมราช,จับกุม,ชิงทรัพย์ (รวม),21,16,16,9,13,14,16,13,25,18,,
ภาคใต้,นครศรีธรรมราช,จับกุม,บาดเจ็บ,2,3,3,3,2,3,1,3,3,3,,
ภาคใต้,นครศรีธรรมราช,จับกุม,ไม่บาดเจ็บ,19,13,13,6,11,11,15,10,22,15,,
ภาคใต้,นครศรีธรรมราช,จับกุม,ปล้นทรัพย์,14,18,15,5,7,2,8,8,15,3,,
ภาคใต้,นครศรีธรรมราช,จับกุม,รับของโจร,4,3,1,4,1,3,0,4,1,2,,
ภาคใต้,นครศรีธรรมราช,จับกุม,ทำให้เสียทรัพย์,67,57,56,49,72,63,57,51,44,55,,
ภาคใต้,กระบี่,รับแจ้ง,รวม,479,547,564,487,394,529,457,551,545,479,,
ภาคใต้,กระบี่,รับแจ้ง,ลักทรัพย์,390,463,492,417,352,460,391,496,483,430,,
ภาคใต้,กระบี่,รับแจ้ง,วิ่งราวทรัพย์,21,10,15,15,13,18,17,15,17,5,,
ภาคใต้,กระบี่,รับแจ้ง,รีดเอาทรัพย์,0,0,0,1,0,0,0,0,0,0,,
ภาคใต้,กระบี่,รับแจ้ง,กรรโชกทรัพย์,1,8,0,2,0,3,3,0,0,0,,
ภาคใต้,กระบี่,รับแจ้ง,ชิงทรัพย์ (รวม),7,11,7,5,2,7,8,6,13,11,,
ภาคใต้,กระบี่,รับแจ้ง,บาดเจ็บ,2,8,4,4,0,3,2,0,2,4,,
ภาคใต้,กระบี่,รับแจ้ง,ไม่บาดเจ็บ,5,3,3,1,2,4,6,6,11,7,,
ภาคใต้,กระบี่,รับแจ้ง,ปล้นทรัพย์,17,14,11,5,1,3,2,4,3,1,,
ภาคใต้,กระบี่,รับแจ้ง,รับของโจร,0,2,1,1,1,0,2,0,1,1,,
ภาคใต้,กระบี่,รับแจ้ง,ทำให้เสียทรัพย์,43,39,38,41,25,38,34,30,28,31,,
ภาคใต้,กระบี่,จับกุม,รวม,222,228,269,214,201,264,273,341,291,282,,
ภาคใต้,กระบี่,จับกุม,ลักทรัพย์,176,194,229,172,177,224,233,299,256,249,,
ภาคใต้,กระบี่,จับกุม,วิ่งราวทรัพย์,18,6,10,8,6,12,9,11,11,4,,
ภาคใต้,กระบี่,จับกุม,รีดเอาทรัพย์,0,0,0,1,0,0,0,0,0,0,,
ภาคใต้,กระบี่,จับกุม,กรรโชกทรัพย์,1,4,0,2,0,2,2,0,0,0,,
ภาคใต้,กระบี่,จับกุม,ชิงทรัพย์ (รวม),3,3,4,3,1,3,5,6,8,10,,
ภาคใต้,กระบี่,จับกุม,บาดเจ็บ,0,2,1,2,0,1,1,0,1,3,,
ภาคใต้,กระบี่,จับกุม,ไม่บาดเจ็บ,3,1,3,1,1,2,4,6,7,7,,
ภาคใต้,กระบี่,จับกุม,ปล้นทรัพย์,6,6,7,3,1,2,1,4,3,0,,
ภาคใต้,กระบี่,จับกุม,รับของโจร,0,1,1,1,1,0,1,0,1,1,,
ภาคใต้,กระบี่,จับกุม,ทำให้เสียทรัพย์,18,14,18,24,15,21,22,21,12,18,,
ภาคใต้,พังงา,รับแจ้ง,รวม,272,239,215,183,118,167,166,164,189,217,,
ภาคใต้,พังงา,รับแจ้ง,ลักทรัพย์,221,195,178,134,100,130,133,141,153,182,,
ภาคใต้,พังงา,รับแจ้ง,วิ่งราวทรัพย์,9,4,6,12,1,7,6,2,3,5,,
ภาคใต้,พังงา,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,1,0,0,0,0,0,,
ภาคใต้,พังงา,รับแจ้ง,กรรโชกทรัพย์,1,0,1,1,2,0,0,1,1,0,,
ภาคใต้,พังงา,รับแจ้ง,ชิงทรัพย์ (รวม),4,4,5,8,1,1,1,0,3,6,,
ภาคใต้,พังงา,รับแจ้ง,บาดเจ็บ,0,1,4,3,1,0,0,0,0,1,,
ภาคใต้,พังงา,รับแจ้ง,ไม่บาดเจ็บ,4,3,1,5,0,1,1,0,3,5,,
ภาคใต้,พังงา,รับแจ้ง,ปล้นทรัพย์,5,7,3,3,1,1,1,1,0,0,,
ภาคใต้,พังงา,รับแจ้ง,รับของโจร,0,0,1,0,2,2,0,0,0,0,,
ภาคใต้,พังงา,รับแจ้ง,ทำให้เสียทรัพย์,32,29,21,25,10,26,25,19,29,24,,
ภาคใต้,พังงา,จับกุม,รวม,133,124,113,112,68,99,85,78,92,126,,
ภาคใต้,พังงา,จับกุม,ลักทรัพย์,105,101,92,74,54,77,70,69,78,105,,
ภาคใต้,พังงา,จับกุม,วิ่งราวทรัพย์,5,1,3,10,0,4,4,0,1,5,,
ภาคใต้,พังงา,จับกุม,รีดเอาทรัพย์,0,0,0,0,1,0,0,0,0,0,,
ภาคใต้,พังงา,จับกุม,กรรโชกทรัพย์,1,0,0,1,2,0,0,0,0,0,,
ภาคใต้,พังงา,จับกุม,ชิงทรัพย์ (รวม),2,2,4,8,1,1,1,0,2,5,,
ภาคใต้,พังงา,จับกุม,บาดเจ็บ,0,0,3,3,1,0,0,0,0,1,,
ภาคใต้,พังงา,จับกุม,ไม่บาดเจ็บ,2,2,1,5,0,1,1,0,2,4,,
ภาคใต้,พังงา,จับกุม,ปล้นทรัพย์,5,4,2,3,1,1,1,1,0,0,,
ภาคใต้,พังงา,จับกุม,รับของโจร,0,0,1,0,1,1,0,0,0,0,,
ภาคใต้,พังงา,จับกุม,ทำให้เสียทรัพย์,15,16,11,16,8,15,9,8,11,11,,
ภาคใต้,ภูเก็ต,รับแจ้ง,รวม,809,836,723,631,509,610,668,773,619,522,,
ภาคใต้,ภูเก็ต,รับแจ้ง,ลักทรัพย์,645,660,589,485,431,510,537,649,521,430,,
ภาคใต้,ภูเก็ต,รับแจ้ง,วิ่งราวทรัพย์,67,69,51,39,23,44,57,64,46,27,,
ภาคใต้,ภูเก็ต,รับแจ้ง,รีดเอาทรัพย์,0,1,1,0,0,0,0,0,0,0,,
ภาคใต้,ภูเก็ต,รับแจ้ง,กรรโชกทรัพย์,3,5,10,5,6,5,3,8,0,1,,
ภาคใต้,ภูเก็ต,รับแจ้ง,ชิงทรัพย์ (รวม),19,29,19,41,4,9,19,20,19,15,,
ภาคใต้,ภูเก็ต,รับแจ้ง,บาดเจ็บ,8,6,6,3,2,0,2,0,0,1,,
ภาคใต้,ภูเก็ต,รับแจ้ง,ไม่บาดเจ็บ,11,23,13,38,2,9,17,20,19,14,,
ภาคใต้,ภูเก็ต,รับแจ้ง,ปล้นทรัพย์,10,5,8,13,3,2,4,8,2,4,,
ภาคใต้,ภูเก็ต,รับแจ้ง,รับของโจร,7,15,3,2,3,6,5,0,1,4,,
ภาคใต้,ภูเก็ต,รับแจ้ง,ทำให้เสียทรัพย์,58,52,42,46,39,34,43,24,30,41,,
ภาคใต้,ภูเก็ต,จับกุม,รวม,550,523,511,416,345,388,342,448,446,361,,
ภาคใต้,ภูเก็ต,จับกุม,ลักทรัพย์,425,407,412,318,296,317,255,360,370,295,,
ภาคใต้,ภูเก็ต,จับกุม,วิ่งราวทรัพย์,62,49,46,31,18,36,43,49,39,24,,
ภาคใต้,ภูเก็ต,จับกุม,รีดเอาทรัพย์,0,1,1,0,0,0,0,0,0,0,,
ภาคใต้,ภูเก็ต,จับกุม,กรรโชกทรัพย์,3,4,6,2,2,5,2,7,0,1,,
ภาคใต้,ภูเก็ต,จับกุม,ชิงทรัพย์ (รวม),13,19,18,40,0,6,11,14,18,14,,
ภาคใต้,ภูเก็ต,จับกุม,บาดเจ็บ,5,2,6,3,0,0,1,0,0,1,,
ภาคใต้,ภูเก็ต,จับกุม,ไม่บาดเจ็บ,8,17,12,37,0,6,10,14,18,13,,
ภาคใต้,ภูเก็ต,จับกุม,ปล้นทรัพย์,10,3,7,12,3,2,3,6,2,4,,
ภาคใต้,ภูเก็ต,จับกุม,รับของโจร,6,15,3,2,2,5,4,0,1,4,,
ภาคใต้,ภูเก็ต,จับกุม,ทำให้เสียทรัพย์,31,25,18,11,24,17,24,12,16,19,,
