ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,30,32,45,39,43,30,28,38,24,26,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,ปล้นทรัพย์,7,3,5,14,2,3,0,0,2,0,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,ชิงทรัพย์ (รวม),15,6,16,13,8,9,19,16,15,8,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,วางเพลิง,12,7,5,7,11,2,7,1,8,5,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,รวม,45,38,50,57,21,31,49,45,41,32,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,16,23,29,29,14,18,26,32,20,21,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,ปล้นทรัพย์,6,3,5,14,1,3,0,0,2,0,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,ชิงทรัพย์ (รวม),12,5,14,10,4,8,17,12,12,6,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,จับกุม,วางเพลิง,11,7,2,4,2,2,6,1,7,5,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,รวม,20,33,23,29,30,33,22,24,26,20,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,11,24,22,24,21,24,18,17,18,13,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,ปล้นทรัพย์,1,3,0,0,0,1,1,1,1,0,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,ชิงทรัพย์ (รวม),7,4,1,5,5,6,1,4,3,4,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,เลย,รับแจ้ง,วางเพลิง,1,2,0,0,4,2,2,2,4,3,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,รวม,15,25,16,21,18,20,16,18,23,15,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,ฆ่าผู้อื่นโดยเจตนา,6,16,15,17,13,13,14,12,16,8,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,ปล้นทรัพย์,1,3,0,0,0,1,0,1,1,0,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,ชิงทรัพย์ (รวม),7,4,1,4,4,5,1,3,3,4,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,เลย,จับกุม,วางเพลิง,1,2,0,0,1,1,1,2,3,3,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,รวม,32,44,33,35,20,18,8,7,12,14,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,23,27,22,22,9,9,3,4,6,9,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,ปล้นทรัพย์,1,4,0,6,0,0,0,0,3,0,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,ชิงทรัพย์ (รวม),7,11,7,5,7,6,4,3,2,4,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รับแจ้ง,วางเพลิง,1,2,4,2,4,3,1,0,1,1,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,รวม,21,32,26,28,15,13,7,7,12,12,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,ฆ่าผู้อื่นโดยเจตนา,16,18,18,17,7,6,3,4,6,9,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,ปล้นทรัพย์,0,3,0,6,0,0,0,0,3,0,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,ชิงทรัพย์ (รวม),4,9,5,3,6,4,3,3,2,2,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองคาย,จับกุม,วางเพลิง,1,2,3,2,2,3,1,0,1,1,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,รวม,31,34,28,29,21,16,22,11,25,21,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,11,21,21,15,13,10,17,7,14,17,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ปล้นทรัพย์,6,3,2,3,0,1,2,0,1,0,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ชิงทรัพย์ (รวม),9,6,2,7,4,5,1,3,8,2,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,รับแจ้ง,วางเพลิง,5,4,3,4,4,0,2,1,2,2,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,รวม,25,29,27,25,12,12,18,7,23,19,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ฆ่าผู้อื่นโดยเจตนา,10,18,20,13,8,7,14,5,13,15,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ปล้นทรัพย์,6,3,2,2,0,1,2,0,1,0,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ชิงทรัพย์ (รวม),6,4,2,7,2,4,1,2,7,2,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,จับกุม,วางเพลิง,3,4,3,3,2,0,1,0,2,2,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,รวม,51,42,27,35,25,37,31,22,24,30,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,23,28,18,25,17,15,18,18,10,21,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ปล้นทรัพย์,5,2,3,0,1,1,1,0,2,0,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ชิงทรัพย์ (รวม),11,7,4,4,3,16,10,3,7,6,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,ลักพาเรียกค่าไถ่,0,1,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รับแจ้ง,วางเพลิง,12,4,2,6,4,5,2,1,5,3,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,รวม,40,35,23,31,21,31,28,20,22,27,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ฆ่าผู้อื่นโดยเจตนา,16,24,16,23,14,11,16,17,10,18,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ปล้นทรัพย์,5,1,1,0,1,1,0,0,2,0,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ชิงทรัพย์ (รวม),10,6,4,4,3,14,10,2,5,6,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,ลักพาเรียกค่าไถ่,0,1,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,จับกุม,วางเพลิง,9,3,2,4,3,5,2,1,5,3,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,รวม,39,37,21,21,29,45,37,27,31,28,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,23,30,15,14,16,21,19,11,21,18,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ปล้นทรัพย์,3,2,2,2,3,3,2,0,2,1,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ชิงทรัพย์ (รวม),10,4,3,3,4,13,11,12,4,3,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รับแจ้ง,วางเพลิง,3,1,1,2,6,8,5,4,4,6,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,รวม,24,32,15,17,23,36,32,18,26,25,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,13,26,10,10,12,16,18,8,20,16,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ปล้นทรัพย์,3,2,1,2,2,3,1,0,1,1,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ชิงทรัพย์ (รวม),6,3,3,3,4,12,10,8,2,3,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,วางเพลิง,2,1,1,2,5,5,3,2,3,5,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,รวม,46,35,29,32,43,20,22,18,25,14,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,18,26,18,22,25,18,13,14,15,12,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ปล้นทรัพย์,12,0,3,1,0,0,0,0,2,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ชิงทรัพย์ (รวม),13,9,3,8,6,2,5,2,4,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,วางเพลิง,3,0,5,1,12,0,4,2,4,2,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,รวม,41,25,24,27,28,14,17,13,22,14,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,18,18,17,18,13,14,11,10,14,12,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ปล้นทรัพย์,11,0,2,1,0,0,0,0,1,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ชิงทรัพย์ (รวม),9,7,2,8,6,0,3,2,4,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,วางเพลิง,3,0,3,0,9,0,3,1,3,2,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,รวม,26,23,24,16,23,28,20,17,8,21,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,20,16,16,13,11,12,12,13,7,13,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ปล้นทรัพย์,1,1,1,0,1,1,1,1,0,1,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ชิงทรัพย์ (รวม),3,4,2,1,4,3,4,0,0,3,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,1,
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,วางเพลิง,2,2,5,2,7,12,3,3,1,3,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,รวม,18,14,18,15,18,19,13,14,7,21,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ฆ่าผู้อื่นโดยเจตนา,13,8,12,12,9,7,9,10,6,13,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ปล้นทรัพย์,1,1,0,0,1,1,1,1,0,1,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ชิงทรัพย์ (รวม),2,3,1,1,2,3,2,0,0,3,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,1,
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,วางเพลิง,2,2,5,2,6,8,1,3,1,3,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,รวม,18,22,19,10,19,12,14,15,16,13,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,16,10,14,7,14,8,8,11,10,9,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ปล้นทรัพย์,1,1,1,0,0,0,1,2,1,1,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ชิงทรัพย์ (รวม),0,10,2,2,1,1,1,0,3,3,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,วางเพลิง,1,1,2,1,4,3,4,2,2,0,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,รวม,13,9,15,9,15,12,13,12,16,11,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,6,11,7,10,8,7,8,10,7,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ปล้นทรัพย์,1,0,1,0,0,0,1,2,1,1,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ชิงทรัพย์ (รวม),0,2,1,1,1,1,1,0,3,3,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,วางเพลิง,0,1,2,1,4,3,4,2,2,0,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,รวม,270,253,252,215,203,190,155,143,169,119,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,196,185,197,187,175,166,128,116,113,84,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ปล้นทรัพย์,27,35,21,10,7,2,9,8,17,3,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ชิงทรัพย์ (รวม),39,31,27,16,17,18,16,14,29,21,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ลักพาเรียกค่าไถ่,2,0,0,0,0,0,0,0,1,0,
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,วางเพลิง,6,2,7,2,4,4,2,5,9,11,
ภาคใต้,นครศรีธรรมราช,จับกุม,รวม,119,99,128,88,131,118,121,116,114,98,
ภาคใต้,นครศรีธรรมราช,จับกุม,ฆ่าผู้อื่นโดยเจตนา,80,64,90,72,108,99,96,90,68,68,
ภาคใต้,นครศรีธรรมราช,จับกุม,ปล้นทรัพย์,14,18,15,5,7,2,8,8,15,3,
ภาคใต้,นครศรีธรรมราช,จับกุม,ชิงทรัพย์ (รวม),21,16,16,9,13,14,16,13,25,18,
ภาคใต้,นครศรีธรรมราช,จับกุม,ลักพาเรียกค่าไถ่,2,0,0,0,0,0,0,0,1,0,
ภาคใต้,นครศรีธรรมราช,จับกุม,วางเพลิง,2,1,7,2,3,3,1,5,5,9,
ภาคใต้,กระบี่,รับแจ้ง,รวม,94,129,96,83,68,70,64,48,61,54,
ภาคใต้,กระบี่,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,70,101,74,72,64,53,50,37,42,37,
ภาคใต้,กระบี่,รับแจ้ง,ปล้นทรัพย์,17,14,11,5,1,3,2,4,3,1,
ภาคใต้,กระบี่,รับแจ้ง,ชิงทรัพย์ (รวม),7,11,7,5,2,7,8,6,13,11,
ภาคใต้,กระบี่,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,1,0,0,0,
ภาคใต้,กระบี่,รับแจ้ง,วางเพลิง,0,3,4,1,1,7,3,1,3,5,
ภาคใต้,กระบี่,จับกุม,รวม,42,49,43,30,27,32,36,33,41,38,
ภาคใต้,กระบี่,จับกุม,ฆ่าผู้อื่นโดยเจตนา,33,39,29,23,24,23,28,22,30,25,
ภาคใต้,กระบี่,จับกุม,ปล้นทรัพย์,6,6,7,3,1,2,1,4,3,0,
ภาคใต้,กระบี่,จับกุม,ชิงทรัพย์ (รวม),3,3,4,3,1,3,5,6,8,10,
ภาคใต้,กระบี่,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,1,0,0,0,
ภาคใต้,กระบี่,จับกุม,วางเพลิง,0,1,3,1,1,4,1,1,0,3,
ภาคใต้,พังงา,รับแจ้ง,รวม,49,32,45,39,32,20,23,13,18,29,
ภาคใต้,พังงา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,36,20,37,28,26,17,19,10,13,15,
ภาคใต้,พังงา,รับแจ้ง,ปล้นทรัพย์,5,7,3,3,1,1,1,1,0,0,
ภาคใต้,พังงา,รับแจ้ง,ชิงทรัพย์ (รวม),4,4,5,8,1,1,1,0,3,6,
ภาคใต้,พังงา,รับแจ้ง,ลักพาเรียกค่าไถ่,1,0,0,0,0,0,0,0,0,0,
ภาคใต้,พังงา,รับแจ้ง,วางเพลิง,3,1,0,0,4,1,2,2,2,8,
ภาคใต้,พังงา,จับกุม,รวม,24,16,27,25,19,13,16,8,10,20,
ภาคใต้,พังงา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,15,9,21,14,15,10,12,6,7,14,
ภาคใต้,พังงา,จับกุม,ปล้นทรัพย์,5,4,2,3,1,1,1,1,0,0,
ภาคใต้,พังงา,จับกุม,ชิงทรัพย์ (รวม),2,2,4,8,1,1,1,0,2,5,
ภาคใต้,พังงา,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,พังงา,จับกุม,วางเพลิง,2,1,0,0,2,1,2,1,1,1,
ภาคใต้,ภูเก็ต,รับแจ้ง,รวม,73,85,72,98,23,34,66,49,41,47,
ภาคใต้,ภูเก็ต,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,42,47,45,40,16,21,28,20,16,21,
ภาคใต้,ภูเก็ต,รับแจ้ง,ปล้นทรัพย์,10,5,8,13,3,2,4,8,2,4,
ภาคใต้,ภูเก็ต,รับแจ้ง,ชิงทรัพย์ (รวม),19,29,19,41,4,9,19,20,19,15,
ภาคใต้,ภูเก็ต,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,ภูเก็ต,รับแจ้ง,วางเพลิง,2,4,0,4,0,2,15,1,4,7,
ภาคใต้,ภูเก็ต,จับกุม,รวม,45,41,56,73,14,25,40,37,39,38,
ภาคใต้,ภูเก็ต,จับกุม,ฆ่าผู้อื่นโดยเจตนา,21,19,31,18,11,17,17,16,16,14,
ภาคใต้,ภูเก็ต,จับกุม,ปล้นทรัพย์,10,3,7,12,3,2,3,6,2,4,
ภาคใต้,ภูเก็ต,จับกุม,ชิงทรัพย์ (รวม),13,19,18,40,0,6,11,14,18,14,
ภาคใต้,ภูเก็ต,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,ภูเก็ต,จับกุม,วางเพลิง,1,0,0,3,0,0,9,1,3,6,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,รวม,317,296,273,212,197,193,180,168,151,117,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,214,228,220,177,177,169,147,134,121,96,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ปล้นทรัพย์,43,22,15,13,7,6,8,10,12,9,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ชิงทรัพย์ (รวม),54,41,34,21,9,15,22,23,14,7,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,วางเพลิง,6,5,4,1,4,3,3,1,4,5,
ภาคใต้,สุราษฎร์ธานี,จับกุม,รวม,138,176,163,98,105,109,111,102,116,77,
ภาคใต้,สุราษฎร์ธานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,79,123,122,75,87,90,83,75,93,62,
ภาคใต้,สุราษฎร์ธานี,จับกุม,ปล้นทรัพย์,25,15,12,10,6,5,8,8,10,6,
ภาคใต้,สุราษฎร์ธานี,จับกุม,ชิงทรัพย์ (รวม),32,33,25,13,8,12,18,18,11,5,
ภาคใต้,สุราษฎร์ธานี,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,สุราษฎร์ธานี,จับกุม,วางเพลิง,2,5,4,0,4,2,2,1,2,4,
ภาคใต้,ระนอง,รับแจ้ง,รวม,21,28,19,20,16,19,17,11,19,11,
ภาคใต้,ระนอง,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,18,25,18,19,10,18,14,11,11,8,
ภาคใต้,ระนอง,รับแจ้ง,ปล้นทรัพย์,0,0,0,0,1,0,0,0,1,0,
ภาคใต้,ระนอง,รับแจ้ง,ชิงทรัพย์ (รวม),1,3,1,0,4,1,2,0,6,2,
ภาคใต้,ระนอง,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,1,0,0,0,0,0,0,
ภาคใต้,ระนอง,รับแจ้ง,วางเพลิง,2,0,0,0,1,0,1,0,1,1,
ภาคใต้,ระนอง,จับกุม,รวม,13,11,15,12,12,14,9,7,15,10,
ภาคใต้,ระนอง,จับกุม,ฆ่าผู้อื่นโดยเจตนา,10,8,14,11,6,13,7,7,9,7,
ภาคใต้,ระนอง,จับกุม,ปล้นทรัพย์,0,0,0,0,1,0,0,0,0,0,
ภาคใต้,ระนอง,จับกุม,ชิงทรัพย์ (รวม),1,3,1,0,4,1,2,0,5,2,
ภาคใต้,ระนอง,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,1,0,0,0,0,0,0,
ภาคใต้,ระนอง,จับกุม,วางเพลิง,2,0,0,0,1,0,0,0,1,1,
ภาคใต้,ชุมพร,รับแจ้ง,รวม,80,77,64,67,52,76,72,57,42,34,
ภาคใต้,ชุมพร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,70,63,55,61,42,65,58,43,35,33,
ภาคใต้,ชุมพร,รับแจ้ง,ปล้นทรัพย์,2,4,2,2,3,5,4,1,2,0,
ภาคใต้,ชุมพร,รับแจ้ง,ชิงทรัพย์ (รวม),7,10,7,4,6,5,6,12,5,1,
ภาคใต้,ชุมพร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,ชุมพร,รับแจ้ง,วางเพลิง,1,0,0,0,1,1,4,1,0,0,
ภาคใต้,ชุมพร,จับกุม,รวม,42,36,31,30,25,35,45,39,34,21,
ภาคใต้,ชุมพร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,36,30,26,29,16,29,35,26,27,20,
ภาคใต้,ชุมพร,จับกุม,ปล้นทรัพย์,1,2,1,0,3,2,4,1,2,0,
ภาคใต้,ชุมพร,จับกุม,ชิงทรัพย์ (รวม),4,4,4,1,5,4,4,11,5,1,
ภาคใต้,ชุมพร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,ชุมพร,จับกุม,วางเพลิง,1,0,0,0,1,0,2,1,0,0,
ภาคใต้,สงขลา,รับแจ้ง,รวม,435,363,316,306,236,178,190,203,198,162,
ภาคใต้,สงขลา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,277,203,207,211,174,148,137,158,121,125,
ภาคใต้,สงขลา,รับแจ้ง,ปล้นทรัพย์,59,66,48,41,11,10,12,9,19,9,
ภาคใต้,สงขลา,รับแจ้ง,ชิงทรัพย์ (รวม),72,87,52,45,38,17,33,25,47,24,
ภาคใต้,สงขลา,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,1,2,0,2,2,3,1,1,
ภาคใต้,สงขลา,รับแจ้ง,วางเพลิง,27,7,8,7,13,1,6,8,10,3,
ภาคใต้,สงขลา,จับกุม,รวม,99,108,120,115,100,79,108,146,122,91,
ภาคใต้,สงขลา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,55,48,64,59,67,56,73,104,64,69,
ภาคใต้,สงขลา,จับกุม,ปล้นทรัพย์,17,23,25,22,7,8,8,8,14,6,
ภาคใต้,สงขลา,จับกุม,ชิงทรัพย์ (รวม),27,35,28,30,25,12,23,24,38,15,
ภาคใต้,สงขลา,จับกุม,ลักพาเรียกค่าไถ่,0,0,1,0,0,2,2,3,0,1,
ภาคใต้,สงขลา,จับกุม,วางเพลิง,0,2,2,4,1,1,2,7,6,0,
ภาคใต้,สตูล,รับแจ้ง,รวม,58,34,41,53,48,41,33,30,31,24,
ภาคใต้,สตูล,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,46,28,31,48,36,34,27,23,19,14,
ภาคใต้,สตูล,รับแจ้ง,ปล้นทรัพย์,1,1,4,3,6,2,0,4,4,3,
ภาคใต้,สตูล,รับแจ้ง,ชิงทรัพย์ (รวม),9,4,6,0,4,5,3,1,8,7,
ภาคใต้,สตูล,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,สตูล,รับแจ้ง,วางเพลิง,2,1,0,2,2,0,3,2,0,0,
ภาคใต้,สตูล,จับกุม,รวม,25,11,23,25,14,28,19,19,20,16,
ภาคใต้,สตูล,จับกุม,ฆ่าผู้อื่นโดยเจตนา,20,9,16,22,9,22,15,13,10,13,
ภาคใต้,สตูล,จับกุม,ปล้นทรัพย์,0,0,2,2,1,2,0,4,4,1,
ภาคใต้,สตูล,จับกุม,ชิงทรัพย์ (รวม),5,2,5,0,3,4,3,1,6,2,
ภาคใต้,สตูล,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคใต้,สตูล,จับกุม,วางเพลิง,0,0,0,1,1,0,1,1,0,0,
ภาคใต้,ตรัง,รับแจ้ง,รวม,148,193,156,118,123,118,103,119,89,68,
ภาคใต้,ตรัง,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,90,127,105,101,106,96,83,105,62,48,
