ภาค,จังหวัด,ระดับการศึกษา,สายการศึกษา,รวม
ภาคกลาง,นครนายก,ระดับอุดมศึกษา,สายวิชาชีพ,16495.225
ภาคกลาง,นครนายก,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,7069.2875
ภาคกลาง,นครนายก,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,12.195
ภาคกลาง,นครนายก,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,392.985
ภาคกลาง,สระแก้ว,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,511936.75
ภาคกลาง,สระแก้ว,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,22627.6075
ภาคกลาง,สระแก้ว,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,147377.8525
ภาคกลาง,สระแก้ว,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,107903.0575
ภาคกลาง,สระแก้ว,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,90173.0325
ภาคกลาง,สระแก้ว,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,64551.5825
ภาคกลาง,สระแก้ว,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,16637.7175
ภาคกลาง,สระแก้ว,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคกลาง,สระแก้ว,ระดับอุดมศึกษา,สายวิชาการ,33321.93
ภาคกลาง,สระแก้ว,ระดับอุดมศึกษา,สายวิชาชีพ,17406.2725
ภาคกลาง,สระแก้ว,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11210.5475
ภาคกลาง,สระแก้ว,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,95.4325
ภาคกลาง,สระแก้ว,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,631.72
ภาคกลาง,ราชบุรี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,672074.75
ภาคกลาง,ราชบุรี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,41347.0625
ภาคกลาง,ราชบุรี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,160444.9275
ภาคกลาง,ราชบุรี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,127763.505
ภาคกลาง,ราชบุรี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,121673.71
ภาคกลาง,ราชบุรี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,70657.01
ภาคกลาง,ราชบุรี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,28171.9275
ภาคกลาง,ราชบุรี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
