ภาค,จังหวัด,ระดับการศึกษา,สายการศึกษา,รวม
ภาคเหนือ,อุทัยธานี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,5195.16
ภาคเหนือ,อุทัยธานี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,อุทัยธานี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,82.6425
ภาคเหนือ,กำแพงเพชร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,625047.25
ภาคเหนือ,กำแพงเพชร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,31013.1075
ภาคเหนือ,กำแพงเพชร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,192312.23
ภาคเหนือ,กำแพงเพชร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,126365.17
ภาคเหนือ,กำแพงเพชร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,112825.275
ภาคเหนือ,กำแพงเพชร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,64480.92
ภาคเหนือ,กำแพงเพชร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,17680.4475
ภาคเหนือ,กำแพงเพชร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,37.4175
ภาคเหนือ,กำแพงเพชร,ระดับอุดมศึกษา,สายวิชาการ,47377.4575
ภาคเหนือ,กำแพงเพชร,ระดับอุดมศึกษา,สายวิชาชีพ,19299.47
ภาคเหนือ,กำแพงเพชร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11939.0325
ภาคเหนือ,กำแพงเพชร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,103.5925
ภาคเหนือ,กำแพงเพชร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1613.125
ภาคเหนือ,ตาก,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,387511.25
ภาคเหนือ,ตาก,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,61303.845
ภาคเหนือ,ตาก,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,85340.1875
ภาคเหนือ,ตาก,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,57501.5775
ภาคเหนือ,ตาก,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,61103.0425
ภาคเหนือ,ตาก,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,46690.7425
